ieset_city_id,city_rank_2025,ghsl_city_id,city_name,country_name,country_iso3,population_2025,area_km2_2025,density_per_km2_2025,longitude,latitude,source_dataset,source_system,source_ghsl_city_id_column,source_city_name_column,source_population_2025_column,source_country_name_column,source_country_iso3_column,source_area_km2_2025_column,source_longitude_column,source_latitude_column,morphology_note
ghsl_ucdb_r2024a:5239,18,5239,Ho Chi Minh City,Vietnam,,14557830,1487,9790.067249495629,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:2576,19,2576,Moscow,Russia,,14384082,1545,9310.085436893203,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:7794,20,7794,Lahore,Pakistan,,14305060,898,15929.910913140311,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:2637,21,2637,Istanbul,Turkey,,14210222,1269,11197.968479117415,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:8099,22,8099,New York City,United States,,14197659,3031,4684.1501154734415,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:4443,23,4443,Buenos Aires,Argentina,,14179912,2186,6486.693504117109,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:2007,24,2007,Los Angeles,United States,,13474333,4498,2995.627612272121,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:1876,25,1876,Kinshasa,Democratic Republic of the Congo,,12945683,487,26582.511293634496,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:1289,26,1289,Lagos,Nigeria,,12846045,1199,10713.965804837364,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:4399,27,4399,Osaka,Japan,,12653994,2212,5720.612115732369,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:1082,28,1082,Luanda,Angola,,11672134,936,12470.228632478633,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:11199,29,11199,Suzhou,China,,11540430,1802,6404.234184239734,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:10300,30,10300,Chennai,India,,11466400,1052,10899.619771863117,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:2171,31,2171,Lima,Peru,,10828104,984,11004.170731707318,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:11407,32,11407,Shantou,China,,10579303,1961,5394.851096379398,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:3881,33,3881,Bogota,Colombia,,10419361,534,19511.911985018727,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:5816,34,5816,London,United Kingdom,,10408332,1649,6311.90539721043,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:7799,35,7799,Rio de Janeiro,Brazil,,9853693,1285,7668.243579766537,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:10576,36,10576,Hajipur,India,,9755303,3166,3081.270688566014,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:1142,37,1142,Taipei,Taiwan,,9686521,972,9965.55658436214,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:9524,38,9524,Hyderabad,India,,9455230,889,10635.804274465692,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:5174,39,5174,Tehran,Iran,,9363124,825,11349.241212121213,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:2878,40,2878,Paris,France,,9328385,1421,6564.6622097114705,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:3570,41,3570,Dar es-Salaam,Tanzania,,8918525,907,9832.993384785006,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:5748,42,5748,Bandung,Indonesia,,8691181,988,8796.741902834008,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:3512,43,3512,Johannesburg,South Africa,,8592843,1756,4893.418564920274,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:8557,44,8557,Chongqing,China,,8449690,653,12939.800918836141,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:1648,45,1648,Kuala Lumpur,Malaysia,,8413206,1340,6278.511940298507,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:10131,46,10131,Wuhan,China,,8079484,772,10465.652849740933,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:10887,47,10887,Nanjing,China,,8061029,1012,7965.443675889328,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:3026,48,3026,Riyadh,Saudi Arabia,,7970319,1108,7193.428700361011,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:6143,49,6143,Ahmedabad,India,,7898650,365,21640.13698630137,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:5213,50,5213,Nagoya,Japan,,7721742,2392,3228.153010033445,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:9230,51,9230,Kozhikode,India,,7612130,1341,5676.457867263236,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:9127,52,9127,Tianjin,China,,7330648,671,10924.959761549926,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:5862,53,5862,Addis Ababa,Ethiopia,,7280463,465,15656.909677419355,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:4155,54,4155,Khartoum,Sudan,,7114789,958,7426.710855949896,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:6913,55,6913,Surat,India,,7100723,296,23988.929054054053,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:291,56,291,Alexandria,Egypt,,6931369,439,15788.995444191343,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:3307,57,3307,Baghdad,Iraq,,6891722,688,10017.037790697674,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:7459,58,7459,Surabaya,Indonesia,,6856993,1304,5258.430214723926,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:8258,59,8258,Pune,India,,6674000,580,11506.896551724138,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:1717,60,1717,Nairobi,Kenya,,6646257,598,11114.142140468228,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:2334,61,2334,Santiago,Chile,,6633767,801,8281.85642946317,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:2996,62,2996,Abidjan,Côte d'Ivoire,,6450316,503,12823.68986083499,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:992,63,992,Amman,Jordan,,6425246,520,12356.242307692308,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:11311,64,11311,Hangzhou,China,,6387064,1517,4210.325642715887,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:7222,65,7222,Luxor,Egypt,,6314420,324,19488.95061728395,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:4865,66,4865,Kabul,Afghanistan,,6254679,371,16858.973045822102,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:5029,67,5029,Yangon,Myanmar,,6190958,545,11359.555963302751,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:9779,68,9779,Shenyang,China,,6175250,748,8255.681818181818,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:3175,69,3175,Accra,Ghana,,5890466,1121,5254.652988403212,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:7092,70,7092,Onitsha,Nigeria,,5788296,1090,5310.363302752294,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:7168,71,7168,Miami,United States,,5733042,2784,2059.282327586207,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:3338,72,3338,Madrid,Spain,,5680137,680,8353.142647058823,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:7428,73,7428,Faisalabad,Pakistan,,5676793,326,17413.4754601227,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
ghsl_ucdb_r2024a:10629,74,10629,Hefei,China,,5646049,606,9316.912541254125,,,GHSL Urban Centre Database R2024A,ghsl_ucdb_r2024a,ID_UC_G0,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_CNT_GAD_2025,,GC_UCA_KM2_2025,,,GHSL urban centre morphology; do not treat as a legal jurisdiction without crosswalks.
